datasetid,siteid,sitename,collectionunitid,collectionunit,handle,datasettype,sampleid,samplename,depth,altitude,geography,waterdepth_site,pH,pH_units,water_table_depth,water_table_depth_units
45614,26164,Thornton Moor,32427,ThM197,TM_THM197,testate amoebae surface sample,392906,,,417,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.07139,54.27806]}",,4.4,Unit,15.0,cm
45619,26164,Thornton Moor,32432,ThM202,TM_THM202,testate amoebae surface sample,392911,,,417,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.07139,54.27806]}",,4.9,Unit,-3.0,cm
45620,26164,Thornton Moor,32433,ThM203,TM_THM203,testate amoebae surface sample,392912,,,417,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.07139,54.27806]}",,5.4,Unit,1.0,cm
45622,26164,Thornton Moor,32435,ThM205,TM_THM205,testate amoebae surface sample,392914,,,417,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.07139,54.27806]}",,5.4,Unit,10.0,cm
45621,26164,Thornton Moor,32434,ThM204,TM_THM204,testate amoebae surface sample,392913,,,417,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.07139,54.27806]}",,5.4,Unit,26.0,cm
45624,26164,Thornton Moor,32437,ThM207,TM_THM207,testate amoebae surface sample,392916,,,417,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.07139,54.27806]}",,4.4,Unit,35.0,cm
45623,26164,Thornton Moor,32436,ThM206,TM_THM206,testate amoebae surface sample,392915,,,417,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-2.07139,54.27806]}",,4.4,Unit,,
46294,26559,Moidach More,33016,MOMO1,M_MOMO1,testate amoebae surface sample,412556,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.4,Unit,7.0,cm
46295,26559,Moidach More,33017,MOMO2,M_MOMO2,testate amoebae surface sample,412557,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,11.0,cm
46296,26559,Moidach More,33018,MOMO3,M_MOMO3,testate amoebae surface sample,412558,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,5.0,cm
46297,26559,Moidach More,33019,MOMO4,M_MOMO4,testate amoebae surface sample,412559,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,6.0,cm
46299,26559,Moidach More,33021,MOMO6,M_MOMO6,testate amoebae surface sample,412561,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,8.0,cm
46298,26559,Moidach More,33020,MOMO5,M_MOMO5,testate amoebae surface sample,412560,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,7.0,cm
46302,26559,Moidach More,33024,MOMO9,M_MOMO9,testate amoebae surface sample,412564,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,21.0,cm
46301,26559,Moidach More,33023,MOMO8,M_MOMO8,testate amoebae surface sample,412563,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,9.0,cm
46300,26559,Moidach More,33022,MOMO7,M_MOMO7,testate amoebae surface sample,412562,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.2,Unit,8.0,cm
46303,26559,Moidach More,33025,MOMO10,M_MOMO10,testate amoebae surface sample,412565,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,10.0,cm
46308,26559,Moidach More,33030,MOMO15,M_MOMO15,testate amoebae surface sample,412570,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,10.0,cm
46306,26559,Moidach More,33028,MOMO13,M_MOMO13,testate amoebae surface sample,412568,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.2,Unit,8.0,cm
46307,26559,Moidach More,33029,MOMO14,M_MOMO14,testate amoebae surface sample,412569,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.4,Unit,10.0,cm
46304,26559,Moidach More,33026,MOMO11,M_MOMO11,testate amoebae surface sample,412566,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,7.0,cm
46309,26559,Moidach More,33031,MOMO16,M_MOMO16,testate amoebae surface sample,412571,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,13.0,cm
46305,26559,Moidach More,33027,MOMO12,M_MOMO12,testate amoebae surface sample,412567,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,13.0,cm
46311,26559,Moidach More,33033,MOMO18,M_MOMO18,testate amoebae surface sample,412573,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,9.0,cm
46310,26559,Moidach More,33032,MOMO17,M_MOMO17,testate amoebae surface sample,412572,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.2,Unit,10.0,cm
46315,26559,Moidach More,33037,MOMO22,M_MOMO22,testate amoebae surface sample,412577,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,11.0,cm
46313,26559,Moidach More,33035,MOMO20,M_MOMO20,testate amoebae surface sample,412575,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,9.0,cm
46314,26559,Moidach More,33036,MOMO21,M_MOMO21,testate amoebae surface sample,412576,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,13.0,cm
46312,26559,Moidach More,33034,MOMO19,M_MOMO19,testate amoebae surface sample,412574,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,10.0,cm
46317,26559,Moidach More,33039,MOMO24,M_MOMO24,testate amoebae surface sample,412579,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,8.0,cm
46316,26559,Moidach More,33038,MOMO23,M_MOMO23,testate amoebae surface sample,412578,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,6.0,cm
46319,26559,Moidach More,33041,MOMO26,M_MOMO26,testate amoebae surface sample,412581,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,10.0,cm
46318,26559,Moidach More,33040,MOMO25,M_MOMO25,testate amoebae surface sample,412580,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,7.0,cm
46322,26559,Moidach More,33044,MOMO29,M_MOMO29,testate amoebae surface sample,412584,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,13.0,cm
46324,26559,Moidach More,33046,MOMO31,M_MOMO31,testate amoebae surface sample,412586,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,12.0,cm
46320,26559,Moidach More,33042,MOMO27,M_MOMO27,testate amoebae surface sample,412582,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,12.0,cm
46325,26559,Moidach More,33047,MOMO32,M_MOMO32,testate amoebae surface sample,412587,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.4,Unit,15.0,cm
46321,26559,Moidach More,33043,MOMO28,M_MOMO28,testate amoebae surface sample,412583,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.4,Unit,13.0,cm
46323,26559,Moidach More,33045,MOMO30,M_MOMO30,testate amoebae surface sample,412585,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.3,Unit,13.0,cm
46327,26559,Moidach More,33049,MOMO34,M_MOMO34,testate amoebae surface sample,412589,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.4,Unit,11.0,cm
46326,26559,Moidach More,33048,MOMO33,M_MOMO33,testate amoebae surface sample,412588,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.4,Unit,13.0,cm
46329,26559,Moidach More,33051,MOMO36,M_MOMO36,testate amoebae surface sample,412591,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,13.0,cm
46330,26559,Moidach More,33052,MOMO37,M_MOMO37,testate amoebae surface sample,412592,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,12.0,cm
46331,26559,Moidach More,33053,MOMO38,M_MOMO38,testate amoebae surface sample,412593,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.2,Unit,14.0,cm
46332,26559,Moidach More,33054,MOMO39,M_MOMO39,testate amoebae surface sample,412594,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,13.0,cm
46328,26559,Moidach More,33050,MOMO35,M_MOMO35,testate amoebae surface sample,412590,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,14.0,cm
46335,26559,Moidach More,33057,MOMO42,M_MOMO42,testate amoebae surface sample,412597,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.1,Unit,18.0,cm
46334,26559,Moidach More,33056,MOMO41,M_MOMO41,testate amoebae surface sample,412596,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,11.0,cm
46336,26559,Moidach More,33058,MOMO43,M_MOMO43,testate amoebae surface sample,412598,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,17.0,cm
46333,26559,Moidach More,33055,MOMO40,M_MOMO40,testate amoebae surface sample,412595,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.3,Unit,13.0,cm
46338,26559,Moidach More,33060,MOMO45,M_MOMO45,testate amoebae surface sample,412600,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,14.0,cm
46337,26559,Moidach More,33059,MOMO44,M_MOMO44,testate amoebae surface sample,412599,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.3,Unit,16.0,cm
46339,26559,Moidach More,33061,MOMO46,M_MOMO46,testate amoebae surface sample,412601,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.3,Unit,13.0,cm
46344,26559,Moidach More,33066,MOMO51,M_MOMO51,testate amoebae surface sample,412606,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,10.0,cm
46341,26559,Moidach More,33063,MOMO48,M_MOMO48,testate amoebae surface sample,412603,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.3,Unit,16.0,cm
46340,26559,Moidach More,33062,MOMO47,M_MOMO47,testate amoebae surface sample,412602,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,18.0,cm
46342,26559,Moidach More,33064,MOMO49,M_MOMO49,testate amoebae surface sample,412604,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,14.0,cm
46343,26559,Moidach More,33065,MOMO50,M_MOMO50,testate amoebae surface sample,412605,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.3,Unit,13.0,cm
46346,26559,Moidach More,33068,MOMO53,M_MOMO53,testate amoebae surface sample,412608,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,10.0,cm
46345,26559,Moidach More,33067,MOMO52,M_MOMO52,testate amoebae surface sample,412607,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,10.0,cm
46348,26559,Moidach More,33070,MOMO55,M_MOMO55,testate amoebae surface sample,412610,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,11.0,cm
46347,26559,Moidach More,33069,MOMO54,M_MOMO54,testate amoebae surface sample,412609,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,11.0,cm
46350,26559,Moidach More,33072,MOMO57,M_MOMO57,testate amoebae surface sample,412612,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,12.0,cm
46349,26559,Moidach More,33071,MOMO56,M_MOMO56,testate amoebae surface sample,412611,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,11.0,cm
46351,26559,Moidach More,33073,MOMO58,M_MOMO58,testate amoebae surface sample,412613,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,12.0,cm
46352,26559,Moidach More,33074,MOMO59,M_MOMO59,testate amoebae surface sample,412614,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,16.0,cm
46353,26559,Moidach More,33075,MOMO60,M_MOMO60,testate amoebae surface sample,412615,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,13.0,cm
46357,26559,Moidach More,33079,MOMO64,M_MOMO64,testate amoebae surface sample,412619,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,12.0,cm
46359,26559,Moidach More,33081,MOMO66,M_MOMO66,testate amoebae surface sample,412621,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,9.0,cm
46354,26559,Moidach More,33076,MOMO61,M_MOMO61,testate amoebae surface sample,412616,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,15.0,cm
46355,26559,Moidach More,33077,MOMO62,M_MOMO62,testate amoebae surface sample,412617,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,17.0,cm
46356,26559,Moidach More,33078,MOMO63,M_MOMO63,testate amoebae surface sample,412618,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,16.0,cm
46358,26559,Moidach More,33080,MOMO65,M_MOMO65,testate amoebae surface sample,412620,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,10.0,cm
46360,26559,Moidach More,33082,MOMO67,M_MOMO67,testate amoebae surface sample,412622,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,9.0,cm
46362,26559,Moidach More,33084,MOMO69,M_MOMO69,testate amoebae surface sample,412624,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,9.0,cm
46361,26559,Moidach More,33083,MOMO68,M_MOMO68,testate amoebae surface sample,412623,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,10.0,cm
46365,26559,Moidach More,33087,MOMO72,M_MOMO72,testate amoebae surface sample,412627,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,6.0,cm
46363,26559,Moidach More,33085,MOMO70,M_MOMO70,testate amoebae surface sample,412625,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,8.0,cm
46364,26559,Moidach More,33086,MOMO71,M_MOMO71,testate amoebae surface sample,412626,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,10.0,cm
46366,26559,Moidach More,33088,MOMO73,M_MOMO73,testate amoebae surface sample,412628,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,9.0,cm
46369,26559,Moidach More,33091,MOMO76,M_MOMO76,testate amoebae surface sample,412631,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.5,Unit,7.0,cm
46368,26559,Moidach More,33090,MOMO75,M_MOMO75,testate amoebae surface sample,412630,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.4,Unit,9.0,cm
46367,26559,Moidach More,33089,MOMO74,M_MOMO74,testate amoebae surface sample,412629,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,12.0,cm
46370,26559,Moidach More,33092,MOMO77,M_MOMO77,testate amoebae surface sample,412632,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,6.0,cm
46372,26559,Moidach More,33094,MOMO79,M_MOMO79,testate amoebae surface sample,412634,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,6.0,cm
46371,26559,Moidach More,33093,MOMO78,M_MOMO78,testate amoebae surface sample,412633,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,8.0,cm
46373,26559,Moidach More,33095,MOMO80,M_MOMO80,testate amoebae surface sample,412635,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,7.0,cm
46376,26559,Moidach More,33098,MOMO83,M_MOMO83,testate amoebae surface sample,412638,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,11.0,cm
46375,26559,Moidach More,33097,MOMO82,M_MOMO82,testate amoebae surface sample,412637,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,8.0,cm
46377,26559,Moidach More,33099,MOMO84,M_MOMO84,testate amoebae surface sample,412639,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,8.0,cm
46374,26559,Moidach More,33096,MOMO81,M_MOMO81,testate amoebae surface sample,412636,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,7.0,cm
46378,26559,Moidach More,33100,MOMO85,M_MOMO85,testate amoebae surface sample,412640,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,15.0,cm
46379,26559,Moidach More,33101,MOMO86,M_MOMO86,testate amoebae surface sample,412641,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,14.0,cm
46380,26559,Moidach More,33102,MOMO87,M_MOMO87,testate amoebae surface sample,412642,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,14.0,cm
46382,26559,Moidach More,33104,MOMO89,M_MOMO89,testate amoebae surface sample,412644,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,11.0,cm
46381,26559,Moidach More,33103,MOMO88,M_MOMO88,testate amoebae surface sample,412643,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,9.0,cm
46383,26559,Moidach More,33105,MOMO90,M_MOMO90,testate amoebae surface sample,412645,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,9.0,cm
46385,26559,Moidach More,33107,MOMO92,M_MOMO92,testate amoebae surface sample,412647,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,11.0,cm
46384,26559,Moidach More,33106,MOMO91,M_MOMO91,testate amoebae surface sample,412646,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,10.0,cm
46386,26559,Moidach More,33108,MOMO93,M_MOMO93,testate amoebae surface sample,412648,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,11.0,cm
46387,26559,Moidach More,33109,MOMO94,M_MOMO94,testate amoebae surface sample,412649,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.3,Unit,12.0,cm
46388,26559,Moidach More,33110,MOMO95,M_MOMO95,testate amoebae surface sample,412650,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,11.0,cm
46389,26559,Moidach More,33111,MOMO96,M_MOMO96,testate amoebae surface sample,412651,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,14.0,cm
46390,26559,Moidach More,33112,MOMO97,M_MOMO97,testate amoebae surface sample,412652,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,8.0,cm
46393,26559,Moidach More,33115,MOMO100,M_MOMO100,testate amoebae surface sample,412655,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,7.0,cm
46391,26559,Moidach More,33113,MOMO98,M_MOMO98,testate amoebae surface sample,412653,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,9.0,cm
46392,26559,Moidach More,33114,MOMO99,M_MOMO99,testate amoebae surface sample,412654,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,7.0,cm
