datasetid,siteid,sitename,collectionunitid,collectionunit,handle,datasettype,sampleid,samplename,depth,altitude,geography,waterdepth_site,pH,pH_units,water_table_depth,water_table_depth_units
50820,27867,Bakchar mire,36714,Bakchar4-38,BK1-4-38,testate amoebae surface sample,501938,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,23.0,cm
50822,27867,Bakchar mire,36716,Bakchar4-40,BK1-4-40,testate amoebae surface sample,501940,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,26.0,cm
50824,27867,Bakchar mire,36718,Bakchar4-42,BK1-4-42,testate amoebae surface sample,501942,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,22.0,cm
50823,27867,Bakchar mire,36717,Bakchar4-41,BK1-4-41,testate amoebae surface sample,501941,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,21.0,cm
50826,27867,Bakchar mire,36720,Bakchar4-44,BK1-4-44,testate amoebae surface sample,501944,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,28.0,cm
50821,27867,Bakchar mire,36715,Bakchar4-39,BK1-4-39,testate amoebae surface sample,501939,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,25.0,cm
50825,27867,Bakchar mire,36719,Bakchar4-43,BK1-4-43,testate amoebae surface sample,501943,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,20.0,cm
50829,27867,Bakchar mire,36723,Bakchar4-47,BK1-4-47,testate amoebae surface sample,501947,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,12.0,cm
50827,27867,Bakchar mire,36721,Bakchar4-45,BK1-4-45,testate amoebae surface sample,501945,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,12.0,cm
50830,27867,Bakchar mire,36724,Bakchar4-48,BK1-4-48,testate amoebae surface sample,501948,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,20.0,cm
50831,27867,Bakchar mire,36725,Bakchar4-49,BK1-4-49,testate amoebae surface sample,501949,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,13.0,cm
50834,27867,Bakchar mire,36728,Bakchar4-52,BK1-4-52,testate amoebae surface sample,501952,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,4.0,cm
50833,27867,Bakchar mire,36727,Bakchar4-51,BK1-4-51,testate amoebae surface sample,501951,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,12.0,cm
50835,27867,Bakchar mire,36729,Bakchar4-53,BK1-4-53,testate amoebae surface sample,501953,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,4.0,cm
50832,27867,Bakchar mire,36726,Bakchar4-50,BK1-4-50,testate amoebae surface sample,501950,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,6.0,cm
50828,27867,Bakchar mire,36722,Bakchar4-46,BK1-4-46,testate amoebae surface sample,501946,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,21.0,cm
50836,27867,Bakchar mire,36730,Bakchar4-54,BK1-4-54,testate amoebae surface sample,501954,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,0.1,cm
50837,27867,Bakchar mire,36731,Bakchar4-55,BK1-4-55,testate amoebae surface sample,501955,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,15.0,cm
50838,27867,Bakchar mire,36732,Bakchar4-56,BK1-4-56,testate amoebae surface sample,501956,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,16.0,cm
50841,27867,Bakchar mire,36735,Bakchar4-59,BK1-4-59,testate amoebae surface sample,501959,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,28.0,cm
50839,27867,Bakchar mire,36733,Bakchar4-57,BK1-4-57,testate amoebae surface sample,501957,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,25.0,cm
50842,27867,Bakchar mire,36736,Bakchar4-60,BK1-4-60,testate amoebae surface sample,501960,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,30.0,cm
50845,27867,Bakchar mire,36739,Bakchar4-63,BK1-4-63,testate amoebae surface sample,501963,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,23.0,cm
50840,27867,Bakchar mire,36734,Bakchar4-58,BK1-4-58,testate amoebae surface sample,501958,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,35.0,cm
50844,27867,Bakchar mire,36738,Bakchar4-62,BK1-4-62,testate amoebae surface sample,501962,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,18.0,cm
50843,27867,Bakchar mire,36737,Bakchar4-61,BK1-4-61,testate amoebae surface sample,501961,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,30.0,cm
50846,27867,Bakchar mire,36740,Bakchar4-64,BK1-4-64,testate amoebae surface sample,501964,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,23.0,cm
50849,27867,Bakchar mire,36743,Bakchar4-67,BK1-4-67,testate amoebae surface sample,501967,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,10.0,cm
50850,27868,Bakchar mire2,36744,Bakchar6-1,BK1-6-1,testate amoebae surface sample,501968,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,28.0,cm
50848,27867,Bakchar mire,36742,Bakchar4-66,BK1-4-66,testate amoebae surface sample,501966,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,7.0,cm
50851,27868,Bakchar mire2,36745,Bakchar6-2,BK1-6-2,testate amoebae surface sample,501969,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,16.0,cm
50847,27867,Bakchar mire,36741,Bakchar4-65,BK1-4-65,testate amoebae surface sample,501965,,,108,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.6075,56.97583]}",,,,13.0,cm
50852,27868,Bakchar mire2,36746,Bakchar6-3,BK1-6-3,testate amoebae surface sample,501970,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,30.0,cm
50854,27868,Bakchar mire2,36748,Bakchar6-5,BK1-6-5,testate amoebae surface sample,501972,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,6.0,cm
50856,27868,Bakchar mire2,36750,Bakchar6-7,BK1-6-7,testate amoebae surface sample,501974,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,18.0,cm
50853,27868,Bakchar mire2,36747,Bakchar6-4,BK1-6-4,testate amoebae surface sample,501971,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,23.0,cm
50857,27868,Bakchar mire2,36751,Bakchar6-8,BK1-6-8,testate amoebae surface sample,501975,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,18.0,cm
50855,27868,Bakchar mire2,36749,Bakchar6-6,BK1-6-6,testate amoebae surface sample,501973,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,38.0,cm
50858,27868,Bakchar mire2,36752,Bakchar6-9,BK1-6-9,testate amoebae surface sample,501976,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,20.0,cm
50860,27868,Bakchar mire2,36754,Bakchar6-11,BK1-6-11,testate amoebae surface sample,501978,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,30.0,cm
50859,27868,Bakchar mire2,36753,Bakchar6-10,BK1-6-10,testate amoebae surface sample,501977,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,30.0,cm
50861,27868,Bakchar mire2,36755,Bakchar6-12,BK1-6-12,testate amoebae surface sample,501979,,,133,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[82.58556,56.97389]}",,,,30.0,cm
50862,27869,Changying,36756,Changying1,CYI-III-1,testate amoebae surface sample,501980,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,5.71,Unit,12.0,cm
50865,27869,Changying,36759,Changying4,CYI-III-4,testate amoebae surface sample,501983,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.94,Unit,22.0,cm
50863,27869,Changying,36757,Changying2,CYI-III-2,testate amoebae surface sample,501981,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,5.6,Unit,12.0,cm
50864,27869,Changying,36758,Changying3,CYI-III-3,testate amoebae surface sample,501982,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,5.28,Unit,14.0,cm
50866,27869,Changying,36760,Changying5,CYI-III-5,testate amoebae surface sample,501984,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.73,Unit,26.0,cm
50868,27869,Changying,36762,Changying7,CYI-III-7,testate amoebae surface sample,501986,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.81,Unit,24.0,cm
50869,27869,Changying,36763,Changying8,CYI-III-8,testate amoebae surface sample,501987,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.78,Unit,37.0,cm
50867,27869,Changying,36761,Changying6,CYI-III-6,testate amoebae surface sample,501985,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.95,Unit,23.0,cm
50870,27869,Changying,36764,Changying9,CYI-III-9,testate amoebae surface sample,501988,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,6.04,Unit,1.0,cm
50872,27869,Changying,36766,Changying11,CYI-III-11,testate amoebae surface sample,501990,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,5.19,Unit,18.0,cm
50871,27869,Changying,36765,Changying10,CYI-III-10,testate amoebae surface sample,501989,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.94,Unit,15.0,cm
50874,27869,Changying,36768,Changying13,CYI-III-13,testate amoebae surface sample,501992,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.6,Unit,15.0,cm
50873,27869,Changying,36767,Changying12,CYI-III-12,testate amoebae surface sample,501991,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.72,Unit,32.0,cm
50875,27869,Changying,36769,Changying14,CYI-III-14,testate amoebae surface sample,501993,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.75,Unit,35.0,cm
50876,27869,Changying,36770,Changying15,CYI-III-15,testate amoebae surface sample,501994,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.84,Unit,18.0,cm
50877,27869,Changying,36771,Changying16,CYI-III-16,testate amoebae surface sample,501995,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.81,Unit,17.0,cm
50878,27869,Changying,36772,Changying17,CYI-III-17,testate amoebae surface sample,501996,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,5.06,Unit,22.0,cm
50879,27869,Changying,36773,Changying18,CYI-III-18,testate amoebae surface sample,501997,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.79,Unit,27.0,cm
50880,27869,Changying,36774,Changying19,CYI-III-19,testate amoebae surface sample,501998,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,5.89,Unit,,
50881,27869,Changying,36775,Changying20,CYI-III-20,testate amoebae surface sample,501999,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.87,Unit,26.0,cm
50883,27869,Changying,36777,Changying22,CYI-III-22,testate amoebae surface sample,502001,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.69,Unit,38.0,cm
50882,27869,Changying,36776,Changying21,CYI-III-21,testate amoebae surface sample,502000,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.79,Unit,35.0,cm
50884,27869,Changying,36778,Changying23,CYI-III-23,testate amoebae surface sample,502002,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,5.05,Unit,16.0,cm
50887,27869,Changying,36781,Changying26,CYI-III-26,testate amoebae surface sample,502005,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,5.26,Unit,17.0,cm
50888,27870,Gaodi,36782,Gaodi1,GDI-V-1,testate amoebae surface sample,502006,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.56,Unit,4.0,cm
50886,27869,Changying,36780,Changying25,CYI-III-25,testate amoebae surface sample,502004,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,4.98,Unit,30.0,cm
50885,27869,Changying,36779,Changying24,CYI-III-24,testate amoebae surface sample,502003,,,545,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[123.32611,52.86306]}",,5.24,Unit,23.0,cm
50890,27870,Gaodi,36784,Gaodi3,GDI-V-3,testate amoebae surface sample,502008,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.66,Unit,15.0,cm
50889,27870,Gaodi,36783,Gaodi2,GDI-V-2,testate amoebae surface sample,502007,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.73,Unit,11.0,cm
50893,27870,Gaodi,36787,Gaodi6,GDI-V-6,testate amoebae surface sample,502011,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.7,Unit,1.0,cm
50891,27870,Gaodi,36785,Gaodi4,GDI-V-4,testate amoebae surface sample,502009,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.7,Unit,25.0,cm
50894,27870,Gaodi,36788,Gaodi7,GDI-V-7,testate amoebae surface sample,502012,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.84,Unit,8.0,cm
50892,27870,Gaodi,36786,Gaodi5,GDI-V-5,testate amoebae surface sample,502010,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.79,Unit,36.0,cm
50896,27870,Gaodi,36790,Gaodi9,GDI-V-9,testate amoebae surface sample,502014,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.98,Unit,16.0,cm
50895,27870,Gaodi,36789,Gaodi8,GDI-V-8,testate amoebae surface sample,502013,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.98,Unit,15.0,cm
50899,27870,Gaodi,36793,Gaodi12,GDI-V-12,testate amoebae surface sample,502017,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.44,Unit,7.0,cm
50898,27870,Gaodi,36792,Gaodi11,GDI-V-11,testate amoebae surface sample,502016,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.7,Unit,1.0,cm
50900,27870,Gaodi,36794,Gaodi13,GDI-V-13,testate amoebae surface sample,502018,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.86,Unit,12.0,cm
50897,27870,Gaodi,36791,Gaodi10,GDI-V-10,testate amoebae surface sample,502015,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.75,Unit,40.0,cm
50901,27870,Gaodi,36795,Gaodi14,GDI-V-14,testate amoebae surface sample,502019,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.88,Unit,26.0,cm
50902,27870,Gaodi,36796,Gaodi15,GDI-V-15,testate amoebae surface sample,502020,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.79,Unit,27.0,cm
50903,27870,Gaodi,36797,Gaodi16,GDI-V-16,testate amoebae surface sample,502021,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.2,Unit,39.0,cm
50904,27870,Gaodi,36798,Gaodi17,GDI-V-17,testate amoebae surface sample,502022,,,707,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[122.43611,52.24056]}",,4.95,Unit,44.0,cm
