datasetid,datasettype,datasetname,siteid,sitename,collectionunitid,collectionunit,handle,unittype,geography,altitude,doi
48442,testate amoebae surface sample,,27197,Salmisuo Mire,34898,FIN-19,SAL_FIN-19,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[30.9481,62.785]}",134,10.21233/aqbe-y428;10.21233/AQBE-Y428
48443,testate amoebae surface sample,,27197,Salmisuo Mire,34899,FIN-20,FIN-20,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[30.9481,62.785]}",134,10.21233/20v4-4x61;10.21233/20V4-4X61
48444,testate amoebae surface sample,,27198,Roundsea bog,34900,UK-1,RO_UK-1,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/z6wc-kn88;10.21233/Z6WC-KN88
48445,testate amoebae surface sample,,27198,Roundsea bog,34901,UK-2,RO_UK-2,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/d2r3-v880;10.21233/D2R3-V880
48446,testate amoebae surface sample,,27198,Roundsea bog,34902,UK-3,RO_UK-3,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/5m71-en32;10.21233/5M71-EN32
48447,testate amoebae surface sample,,27198,Roundsea bog,34903,UK-4,RO_UK-4,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/dqzk-cg68;10.21233/DQZK-CG68
48448,testate amoebae surface sample,,27198,Roundsea bog,34904,UK-5,RO_UK-5,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/ev5h-5a97;10.21233/EV5H-5A97
48449,testate amoebae surface sample,,27198,Roundsea bog,34905,UK-6,RO_UK-6,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/rrmm-2n14;10.21233/RRMM-2N14
48450,testate amoebae surface sample,,27198,Roundsea bog,34906,UK-7,RO_UK-7,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/7hd0-hz72;10.21233/7HD0-HZ72
48451,testate amoebae surface sample,,27198,Roundsea bog,34907,UK-8,RO_UK-8,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/jg1v-fq06;10.21233/JG1V-FQ06
48452,testate amoebae surface sample,,27198,Roundsea bog,34908,UK-9,RO_UK-9,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/bjyg-n829;10.21233/BJYG-N829
48453,testate amoebae surface sample,,27198,Roundsea bog,34909,UK-10,RO_UK-10,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.0013,54.2141]}",5,10.21233/hn56-nq42;10.21233/HN56-NQ42
48458,testate amoebae surface sample,,27199,South 3,34911,S3_15,SO_S3_15,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/kfhj-0c42;10.21233/KFHJ-0C42
48459,testate amoebae surface sample,,27199,South 3,34912,S3_14,SO_S3_14,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/zc35-5z11;10.21233/ZC35-5Z11
48460,testate amoebae surface sample,,27199,South 3,34913,S3_13,SO_S3_13,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/cne6-g077;10.21233/CNE6-G077
48461,testate amoebae surface sample,,27199,South 3,34914,S3_12,SO_S3_12,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/ND1Q-TQ58
48462,testate amoebae surface sample,,27199,South 3,34915,S3_11,SO_S3_11,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/bsvp-w546;10.21233/BSVP-W546
48463,testate amoebae surface sample,,27199,South 3,34916,S3_10,SO_S3_10,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/vhch-ka68;10.21233/VHCH-KA68
48464,testate amoebae surface sample,,27199,South 3,34917,S3_9,SO_S3_9,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/n2r2-rb84;10.21233/N2R2-RB84
48465,testate amoebae surface sample,,27199,South 3,34918,S3_8,SO_S3_8,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/e6he-jq31;10.21233/E6HE-JQ31
48466,testate amoebae surface sample,,27199,South 3,34919,S3_7,SO_S3_7,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/22ef-7q84;10.21233/22EF-7Q84
48467,testate amoebae surface sample,,27199,South 3,34920,S3_6,SO_S3_6,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/f6j8-0f02;10.21233/F6J8-0F02
48468,testate amoebae surface sample,,27199,South 3,34921,S3_5,SO_S3_5,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/2xth-4085;10.21233/2XTH-4085
48469,testate amoebae surface sample,,27199,South 3,34922,S3_4,SO_S3_4,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/f7s5-hv53;10.21233/F7S5-HV53
48470,testate amoebae surface sample,,27199,South 3,34923,S3_3,SO_S3_3,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/f1pj-s892;10.21233/F1PJ-S892
48471,testate amoebae surface sample,,27199,South 3,34924,S3_2,SO_S3_2,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/QJVD-K156
48472,testate amoebae surface sample,,27199,South 3,34925,S3_1,SO_S3_1,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.6342,57.1747]}",145,10.21233/8btb-xf39;10.21233/8BTB-XF39
48473,testate amoebae surface sample,,27200,Gallseredsmossen,34926,GAL_15,G_GAL_15,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/jxff-w323;10.21233/JXFF-W323
48474,testate amoebae surface sample,,27200,Gallseredsmossen,34927,GAL_14,G_GAL_14,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/4mv4-ma77;10.21233/4MV4-MA77
48475,testate amoebae surface sample,,27200,Gallseredsmossen,34928,GAL_13,G_GAL_13,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/7snf-4s69;10.21233/7SNF-4S69
48476,testate amoebae surface sample,,27200,Gallseredsmossen,34929,GAL_12,G_GAL_12,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/hna4-4203;10.21233/HNA4-4203
48477,testate amoebae surface sample,,27200,Gallseredsmossen,34930,GAL_11,G_GAL_11,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/rmbn-r493;10.21233/RMBN-R493
48478,testate amoebae surface sample,,27200,Gallseredsmossen,34931,GAL_10,G_GAL_10,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/6vtb-4f05;10.21233/6VTB-4F05
48479,testate amoebae surface sample,,27200,Gallseredsmossen,34932,GAL_9,G_GAL_9,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/1fkf-nb67;10.21233/1FKF-NB67
48480,testate amoebae surface sample,,27200,Gallseredsmossen,34933,GAL_8,G_GAL_8,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/m31t-3r11;10.21233/M31T-3R11
48481,testate amoebae surface sample,,27200,Gallseredsmossen,34934,GAL_7,G_GAL_7,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/czy4-ch60;10.21233/CZY4-CH60
48482,testate amoebae surface sample,,27200,Gallseredsmossen,34935,GAL_6,G_GAL_6,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/qq4n-g047;10.21233/QQ4N-G047
48483,testate amoebae surface sample,,27200,Gallseredsmossen,34936,GAL_5,G_GAL_5,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/YGH2-P606
48484,testate amoebae surface sample,,27200,Gallseredsmossen,34937,GAL_4,G_GAL_4,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/yf03-zz42;10.21233/YF03-ZZ42
48485,testate amoebae surface sample,,27200,Gallseredsmossen,34938,GAL_3,G_GAL_3,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/zdj5-1019;10.21233/ZDJ5-1019
48486,testate amoebae surface sample,,27200,Gallseredsmossen,34939,GAL_2,G_GAL_2,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/dwx1-jt46;10.21233/DWX1-JT46
48487,testate amoebae surface sample,,27200,Gallseredsmossen,34940,GAL_1,G_GAL_1,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.5975,57.175]}",84,10.21233/2kx0-md54;10.21233/2KX0-MD54
48488,testate amoebae surface sample,,27201,South 7,34941,S7_15,S_S7_15,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/73fg-w757;10.21233/73FG-W757
48489,testate amoebae surface sample,,27201,South 7,34942,S7_14,S_S7_14,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/sca3-mc70;10.21233/SCA3-MC70
48490,testate amoebae surface sample,,27201,South 7,34943,S7_13,S_S7_13,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/ccz8-2528;10.21233/CCZ8-2528
48491,testate amoebae surface sample,,27201,South 7,34944,S7_12,S_S7_12,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/B24G-3K26
48492,testate amoebae surface sample,,27201,South 7,34945,S7_11,S_S7_11,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/2jyj-6e06;10.21233/2JYJ-6E06
48493,testate amoebae surface sample,,27201,South 7,34946,S7_10,S_S7_10,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/xxmh-nf89;10.21233/XXMH-NF89
48494,testate amoebae surface sample,,27201,South 7,34947,S7_9,S_S7_9,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/1gzc-q830;10.21233/1GZC-Q830
48495,testate amoebae surface sample,,27201,South 7,34948,S7_8,S_S7_8,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/bhk3-bb85;10.21233/BHK3-BB85
48496,testate amoebae surface sample,,27201,South 7,34949,S7_7,S_S7_7,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/894K-PC18
48497,testate amoebae surface sample,,27201,South 7,34950,S7_6,S_S7_6,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/f01n-ye29;10.21233/F01N-YE29
48498,testate amoebae surface sample,,27201,South 7,34951,S7_5,S_S7_5,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/xedq-5y15;10.21233/XEDQ-5Y15
48499,testate amoebae surface sample,,27201,South 7,34952,S7_4,S_S7_4,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/ajdj-ym15;10.21233/AJDJ-YM15
48500,testate amoebae surface sample,,27201,South 7,34953,S7_3,S_S7_3,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/05cy-7w84;10.21233/05CY-7W84
48501,testate amoebae surface sample,,27201,South 7,34954,S7_2,S_S7_2,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/r1n4-t445;10.21233/R1N4-T445
48502,testate amoebae surface sample,,27201,South 7,34955,S7_1,S_S7_1,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7125,57.1725]}",114,10.21233/sfbg-p233;10.21233/SFBG-P233
48503,testate amoebae surface sample,,27202,South 11,34956,S11_15,S_S11_15,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/cjxw-4x91;10.21233/CJXW-4X91
48504,testate amoebae surface sample,,27202,South 11,34957,S11_14,S_S11_14,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/XESN-YA05
48505,testate amoebae surface sample,,27202,South 11,34958,S11_13,S_S11_13,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/wwrs-2v33;10.21233/WWRS-2V33
48506,testate amoebae surface sample,,27202,South 11,34959,S11_12,S_S11_12,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/9nx9-6567;10.21233/9NX9-6567
48507,testate amoebae surface sample,,27202,South 11,34960,S11_11,S_S11_11,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/ejgk-3v88;10.21233/EJGK-3V88
48508,testate amoebae surface sample,,27202,South 11,34961,S11_10,S_S11_10,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/bvth-az88;10.21233/BVTH-AZ88
48509,testate amoebae surface sample,,27202,South 11,34962,S11_9,S_S11_9,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/1ksc-sm06;10.21233/1KSC-SM06
48510,testate amoebae surface sample,,27202,South 11,34963,S11_8,S_S11_8,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/hs7n-8f84;10.21233/HS7N-8F84
48511,testate amoebae surface sample,,27202,South 11,34964,S11_7,S_S11_7,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/2nz8-qq64;10.21233/2NZ8-QQ64
48512,testate amoebae surface sample,,27202,South 11,34965,S11_6,S_S11_6,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/cxy7-ze26;10.21233/CXY7-ZE26
48513,testate amoebae surface sample,,27202,South 11,34966,S11_5,S_S11_5,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/367w-gg86;10.21233/367W-GG86
48514,testate amoebae surface sample,,27202,South 11,34967,S11_4,S_S11_4,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/6ht8-nx64;10.21233/6HT8-NX64
48515,testate amoebae surface sample,,27202,South 11,34968,S11_3,S_S11_3,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/kcgj-yf63;10.21233/KCGJ-YF63
48516,testate amoebae surface sample,,27202,South 11,34969,S11_2,S_S11_2,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/8sfg-2f05;10.21233/8SFG-2F05
48517,testate amoebae surface sample,,27202,South 11,34970,S11_1,S_S11_1,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.7811,57.1139]}",120,10.21233/d2qy-m422;10.21233/D2QY-M422
48518,testate amoebae surface sample,,27203,Kortlandamossen,34971,KOR_15,K_KOR_15,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/vn4z-7224;10.21233/VN4Z-7224
48519,testate amoebae surface sample,,27203,Kortlandamossen,34972,KOR_14,K_KOR_14,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/fq36-9r65;10.21233/FQ36-9R65
48520,testate amoebae surface sample,,27203,Kortlandamossen,34973,KOR_13,K_KOR_13,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/kwfx-e781;10.21233/KWFX-E781
48521,testate amoebae surface sample,,27203,Kortlandamossen,34974,KOR_12,K_KOR_12,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/m26n-8895;10.21233/M26N-8895
48522,testate amoebae surface sample,,27203,Kortlandamossen,34975,KOR_11,K_KOR_11,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/m375-6g78;10.21233/M375-6G78
48523,testate amoebae surface sample,,27203,Kortlandamossen,34976,KOR_10,K_KOR_10,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/G16N-8M53
48524,testate amoebae surface sample,,27203,Kortlandamossen,34977,KOR_9,K_KOR_9,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/z2ef-mh95;10.21233/Z2EF-MH95
48525,testate amoebae surface sample,,27203,Kortlandamossen,34978,KOR_8,K_KOR_8,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/jf9b-m406;10.21233/JF9B-M406
48526,testate amoebae surface sample,,27203,Kortlandamossen,34979,KOR_7,K_KOR_7,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/avzv-rr28;10.21233/AVZV-RR28
48527,testate amoebae surface sample,,27203,Kortlandamossen,34980,KOR_6,K_KOR_6,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/gz9r-ye05;10.21233/GZ9R-YE05
48528,testate amoebae surface sample,,27203,Kortlandamossen,34981,KOR_5,K_KOR_5,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/86ds-db65;10.21233/86DS-DB65
48529,testate amoebae surface sample,,27203,Kortlandamossen,34982,KOR_4,K_KOR_4,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/2d5p-8m22;10.21233/2D5P-8M22
48530,testate amoebae surface sample,,27203,Kortlandamossen,34983,KOR_3,K_KOR_3,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/v2k2-rr05;10.21233/V2K2-RR05
48531,testate amoebae surface sample,,27203,Kortlandamossen,34984,KOR_2,K_KOR_2,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/s1ks-rs65;10.21233/S1KS-RS65
48532,testate amoebae surface sample,,27203,Kortlandamossen,34985,KOR_1,K_KOR_1,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.2867,59.8483]}",120,10.21233/4j28-c756;10.21233/4J28-C756
48533,testate amoebae surface sample,,27204,North 1,34986,N1_15,NO_N1_15,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/tpfs-mp64;10.21233/TPFS-MP64
48534,testate amoebae surface sample,,27204,North 1,34987,N1_14,NO_N1_14,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/2t79-6023;10.21233/2T79-6023
48535,testate amoebae surface sample,,27204,North 1,34988,N1_13,NO_N1_13,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/kzre-hp88;10.21233/KZRE-HP88
48536,testate amoebae surface sample,,27204,North 1,34989,N1_12,NO_N1_12,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/jqn1-h878;10.21233/JQN1-H878
48537,testate amoebae surface sample,,27204,North 1,34990,N1_11,NO_N1_11,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/1m07-st12;10.21233/1M07-ST12
48538,testate amoebae surface sample,,27204,North 1,34991,N1_10,NO_N1_10,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/7s40-zr59;10.21233/7S40-ZR59
48539,testate amoebae surface sample,,27204,North 1,34992,N1_9,NO_N1_9,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/bv0x-mp75;10.21233/BV0X-MP75
48540,testate amoebae surface sample,,27204,North 1,34993,N1_8,NO_N1_8,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/hpb3-9k58;10.21233/HPB3-9K58
48541,testate amoebae surface sample,,27204,North 1,34994,N1_7,NO_N1_7,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/g8a4-xx78;10.21233/G8A4-XX78
48542,testate amoebae surface sample,,27204,North 1,34995,N1_6,NO_N1_6,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/32yq-tf89;10.21233/32YQ-TF89
48543,testate amoebae surface sample,,27204,North 1,34996,N1_5,NO_N1_5,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/10gk-2t45;10.21233/10GK-2T45
48544,testate amoebae surface sample,,27204,North 1,34997,N1_4,NO_N1_4,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/qm0r-n471;10.21233/QM0R-N471
48545,testate amoebae surface sample,,27204,North 1,34998,N1_3,NO_N1_3,Modern,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[12.3247,59.8625]}",112,10.21233/arg6-xb02;10.21233/ARG6-XB02
